regions,periods,tech,vintage,cost_fixed,cost_fixed_units,cost_fixed_notes
TO,2020,PUBTRAFLEROATRULGTCONVDSL_EX,2015,500,k$/kunits,PublicTransportationFleet ServicesRoadTruckPassenger Light TrucksConventionnalDiesel
TO,2020,PUBTRATHCROATRULGTCONVDSL_EX,2015,500,k$/kunits,PublicTransportationToronto Housing CompanyRoadTruckPassenger Light TrucksConventionnalDiesel
TO,2020,PUBTRAPOLROATRULGTCONVGAS_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadTruckPassenger Light TrucksConventionnalGasoline
TO,2020,PUBTRAFLEROATRULGTCONVGAS_EX,2015,500,k$/kunits,PublicTransportationFleet ServicesRoadTruckPassenger Light TrucksConventionnalGasoline
TO,2020,PUBTRATHCROATRULGTCONVGAS_EX,2015,500,k$/kunits,PublicTransportationToronto Housing CompanyRoadTruckPassenger Light TrucksConventionnalGasoline
TO,2020,PUBTRAPOLROATRUMETCONVDSL_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadTruckMedium TrucksConventionnalDiesel
TO,2020,PUBTRAFLEROATRUMETCONVDSL_EX,2015,500,k$/kunits,PublicTransportationFleet ServicesRoadTruckMedium TrucksConventionnalDiesel
TO,2020,PUBTRATHCROATRUMETCONVDSL_EX,2015,500,k$/kunits,PublicTransportationToronto Housing CompanyRoadTruckMedium TrucksConventionnalDiesel
TO,2020,PUBTRAPOLROATRUMETCONVGAS_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadTruckMedium TrucksConventionnalGasoline
TO,2020,PUBTRAFLEROATRUMETCONVGAS_EX,2015,500,k$/kunits,PublicTransportationFleet ServicesRoadTruckMedium TrucksConventionnalGasoline
TO,2020,PUBTRATHCROATRUMETCONVGAS_EX,2015,500,k$/kunits,PublicTransportationToronto Housing CompanyRoadTruckMedium TrucksConventionnalGasoline
TO,2020,PUBTRAPOLROACAR___CONVDSL_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadCarsConventionnalDiesel
TO,2020,PUBTRAPOLROACAR___CONVGAS_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadCarsConventionnalGasoline
TO,2020,PUBTRAFLEROACAR___CONVGAS_EX,2015,500,k$/kunits,PublicTransportationFleet ServicesRoadCarsConventionnalGasoline
TO,2020,PUBTRATHCROACAR___CONVGAS_EX,2015,500,k$/kunits,PublicTransportationToronto Housing CompanyRoadCarsConventionnalGasoline
