Activities data district energy produced localy : per type and per year
t_periods,Outputs,Tech_cat,EndUse,Tech_type_1,Tech_type_2,Output_units,VFlow_Out
2045,District Cooling,Storage,District Cooling,Hot Tank Storage,Medium,TJ,346.5694854555108
2045,District Cooling,Storage,District Cooling,Hot Tank Storage,Small,TJ,339.47224269876466
2045,District Heating,Toronto Average,District Heating,Pipe,___,TJ,5164.2040877770805
2045,District Heating,Toronto Average,District Heating,Substation,___,TJ,5427.10902494526
2045,District Heating,Consumption,District Heating,Heat Pump,Large,TJ,6.402328183793033
2045,District Heating,Consumption,District Heating,Heat Pump,Medium,TJ,5.685993739712839
2045,District Heating,Consumption,District Heating,Heat Pump,Small,TJ,7333.51070708246
2045,District Heating,Production,District Heating,Boiler,Large,TJ,1358.8309413138752
2045,District Heating,Production,District Heating,Boiler,Medium,TJ,1285.0004261314145
2045,District Heating,Production,District Heating,Boiler,Small,TJ,638.1157797010474
2045,District Heating,Production,District Heating,Gas Turbine,Large,TJ,2.1173303644682155
2045,District Heating,Production,District Heating,Gas Turbine,Medium,TJ,2.125331133763092
2045,District Heating,Production,District Heating,Gas Turbine,Small,TJ,2.125331133763092
2045,District Heating,Production,District Heating,Internal Combustion Engine,Large,TJ,4166.919048750863
2045,District Heating,Production,District Heating,Internal Combustion Engine,Medium,TJ,4166.91904875186
2045,District Heating,Production,District Heating,Internal Combustion Engine,Small,TJ,762.5326989263207
2045,District Heating,Storage,District Heating,Hot Tank Storage,Large,TJ,1195.1729140145515
2045,District Heating,Storage,District Heating,Hot Tank Storage,Medium,TJ,935.8364666262153
2045,District Heating,Storage,District Heating,Hot Tank Storage,Small,TJ,533.7972920690095
2045,District Heating,Storage,District Heating,Pit Storage,Large,TJ,1.3007477440320865
2045,District Heating,Storage,District Heating,Pit Storage,Medium,TJ,1.2889436838269717
2045,District Heating,Storage,District Heating,Pit Storage,Small,TJ,1.2617414486810539
2045,Electricity,Production,District Heating,Gas Turbine,Large,TJ,0.44051839797660886
2045,Electricity,Production,District Heating,Gas Turbine,Medium,TJ,0.4421829875614487
2045,Electricity,Production,District Heating,Gas Turbine,Small,TJ,0.44218298756144875
2045,Electricity,Production,District Heating,Internal Combustion Engine,Large,TJ,1273.225264895659
2045,Electricity,Production,District Heating,Internal Combustion Engine,Medium,TJ,1273.2252648960643
2045,Electricity,Production,District Heating,Internal Combustion Engine,Small,TJ,232.99610244969082
2045,Hydrogen,Production,Hydrogen,Alkaline Electrolyser,___,TJ,2170.001324581199
2045,Hydrogen,Production,Hydrogen,Autothermal Reforming Gas,Carbon Capture and Storage,TJ,2169.3680245075307
2045,Hydrogen,Production,Hydrogen,Steam Methane Reforming,Carbon Capture and Storage,TJ,2162.8751969475707
2045,Hydrogen,Production,Hydrogen,Steam Methane Reforming,___,TJ,2338.421648616146
2050,District Cooling,Toronto Average,District Cooling,Pipe,___,TJ,2796.1968885484307
2050,District Cooling,Toronto Average,District Cooling,Substation,___,TJ,2861.5315939876477
2050,District Cooling,Consumption,District Cooling,Heat Pump,Large,TJ,2.0368374593709513
2050,District Cooling,Consumption,District Cooling,Heat Pump,Medium,TJ,21.52190397285543
2050,District Cooling,Consumption,District Cooling,Heat Pump,Small,TJ,1.235658811982425
2050,District Cooling,Production,District Cooling,Deep Lake Cooling,Enwave,TJ,1.1643235141494652
2050,District Cooling,Production,District Cooling,Heat Pump,Enwave,TJ,366.24755123327174
2050,District Cooling,Production,District Cooling,Heat Pump,Large,TJ,1479.3833854667037
2050,District Cooling,Production,District Cooling,Heat Pump,Medium,TJ,1086.8468230102446
2050,District Cooling,Production,District Cooling,Heat Pump,Small,TJ,195.76893574318262
2050,District Cooling,Storage,District Cooling,Hot Tank Storage,Large,TJ,466.40707509632637
2050,District Cooling,Storage,District Cooling,Hot Tank Storage,Medium,TJ,323.41366807567783
2050,District Cooling,Storage,District Cooling,Hot Tank Storage,Small,TJ,314.0340634097885
2050,District Heating,Toronto Average,District Heating,Pipe,___,TJ,4230.419743292482
2050,District Heating,Toronto Average,District Heating,Substation,___,TJ,4445.786568124895
2050,District Heating,Consumption,District Heating,Heat Pump,Large,TJ,3.3443189202703847
2050,District Heating,Consumption,District Heating,Heat Pump,Medium,TJ,3.270333818796061
2050,District Heating,Consumption,District Heating,Heat Pump,Small,TJ,7672.141868090952
2050,District Heating,Production,District Heating,Boiler,Large,TJ,2478.4680114620846
2050,District Heating,Production,District Heating,Boiler,Medium,TJ,1189.6416753382482
2050,District Heating,Production,District Heating,Boiler,Small,TJ,565.3808833391337
2050,District Heating,Production,District Heating,Gas Turbine,Large,TJ,49.43579482189495
2050,District Heating,Production,District Heating,Gas Turbine,Medium,TJ,52.10654974995201
2050,District Heating,Production,District Heating,Gas Turbine,Small,TJ,52.106549749952016
2050,District Heating,Production,District Heating,Internal Combustion Engine,Large,TJ,1559.0997329789836
2050,District Heating,Production,District Heating,Internal Combustion Engine,Medium,TJ,1559.0997329796346
2050,District Heating,Production,District Heating,Internal Combustion Engine,Small,TJ,503.84598618095976
2050,District Heating,Storage,District Heating,Hot Tank Storage,Large,TJ,1541.3357760533943
2050,District Heating,Storage,District Heating,Hot Tank Storage,Medium,TJ,958.8478627158053
2050,District Heating,Storage,District Heating,Hot Tank Storage,Small,TJ,550.5137893395424
2050,District Heating,Storage,District Heating,Pit Storage,Large,TJ,3.5285146495379727
2050,District Heating,Storage,District Heating,Pit Storage,Medium,TJ,3.4781859187788573
2050,District Heating,Storage,District Heating,Pit Storage,Small,TJ,3.3644088390949394
2050,Electricity,Production,District Heating,Gas Turbine,Large,TJ,10.285299593817067
2050,Electricity,Production,District Heating,Gas Turbine,Medium,TJ,10.840960015090689
2050,Electricity,Production,District Heating,Gas Turbine,Small,TJ,10.84096001509069
2050,Electricity,Production,District Heating,Internal Combustion Engine,Large,TJ,476.3915850769403
2050,Electricity,Production,District Heating,Internal Combustion Engine,Medium,TJ,476.39158507714
2050,Electricity,Production,District Heating,Internal Combustion Engine,Small,TJ,153.95294022196066
2050,Hydrogen,Production,Hydrogen,Alkaline Electrolyser,___,TJ,5198.572253627776
2050,Hydrogen,Production,Hydrogen,Autothermal Reforming Gas,Carbon Capture and Storage,TJ,3808.4470131276134
2050,Hydrogen,Production,Hydrogen,Steam Methane Reforming,Carbon Capture and Storage,TJ,865.4909011089607
2050,Hydrogen,Production,Hydrogen,Steam Methane Reforming,___,TJ,5796.369284110235
